ss,task,seed,surrogate,mode,ok,regret,mean_cand,over_pred,err
5891,9889,4,gp,full,1,0.004559544339729826,2569.5,-0.004038904444203084,
5891,3899,0,gp,full,1,0.02092661744081925,2572.5,0.24184220523227012,
5891,3899,3,tpe,full,1,0.02364276903840612,2572.5,,
5891,3899,3,tpe,restricted,1,0.03206579592112602,2000.0,,
5891,3899,0,gp,restricted,1,0.02065204535086107,2000.0,,
5891,3899,1,gp,full,1,0.0010898399878342957,2572.5,0.057407592087996305,
5891,3899,4,tpe,full,1,0.02228258114661319,2572.5,,
5891,3899,1,gp,restricted,1,0.01603501005356278,2000.0,,
5891,3899,4,tpe,restricted,1,0.02554365273811743,2000.0,,
5891,3899,2,gp,full,1,0.005706875285132473,2572.5,0.021863371634035796,
5891,3899,2,gp,restricted,1,0.005706875285132473,2000.0,,
5891,6566,0,tpe,full,1,0.04300304394325771,2764.5,,
5891,6566,0,tpe,restricted,1,0.0716795750232111,2000.0,,
5891,3899,3,gp,full,1,0.02038169744690188,2572.5,-0.0010262313144827507,
5891,6566,1,tpe,full,1,0.007169132769988318,2764.5,,
5891,6566,1,tpe,restricted,1,0.05734130948323435,2000.0,,
5891,3899,3,gp,restricted,1,0.02038169744690188,2000.0,,
5891,3899,4,gp,restricted,1,0.011143402666306312,2000.0,,
5891,3899,4,gp,full,1,0.02038169744690188,2572.5,0.10365650121689914,
5891,6566,2,tpe,full,1,0.06809500863821694,2764.5,,
5891,6566,2,tpe,restricted,1,0.05734130948323435,2000.0,,
5891,6566,0,gp,restricted,1,0.13978633633810045,2000.0,,
5891,6566,0,gp,full,1,0.13978633633810045,2764.5,0.10019627100423065,
5891,6566,3,tpe,full,1,0.05017217671324603,2764.5,,
5891,6566,3,tpe,restricted,1,0.04300304394325771,2000.0,,
5891,6566,1,gp,full,1,0.09318697333317616,2764.5,0.09966546223133635,
5891,6566,4,tpe,full,1,0.04300304394325771,2764.5,,
5891,6566,4,tpe,restricted,1,0.07884870779319941,2000.0,,
5891,6566,1,gp,restricted,1,0.09318697333317616,2000.0,,
5891,6566,2,gp,full,1,0.089602406948182,2764.5,0.14518936258248524,
5891,6566,2,gp,restricted,1,0.089602406948182,2000.0,,
5891,9980,0,tpe,full,1,0.09091355358106923,2928.5,,
5891,9980,0,tpe,restricted,1,0.09091355358106923,2000.0,,
5891,6566,3,gp,full,1,0.1254480707981238,2764.5,0.07300557655474894,
5891,6566,3,gp,restricted,1,0.1254480707981238,2000.0,,
5891,9980,1,tpe,full,1,0.09091355358106923,2928.5,,
5891,9980,1,tpe,restricted,1,0.09091355358106923,2000.0,,
5891,6566,4,gp,restricted,1,0.07884870779319941,2000.0,,
5891,9980,2,tpe,full,1,0.09091355358106923,2928.5,,
5891,6566,4,gp,full,1,0.07884870779319941,2764.5,0.12818054661023467,
5891,9980,2,tpe,restricted,1,0.09091355358106923,2000.0,,
5891,9980,0,gp,full,1,0.09091355358106923,2928.5,-0.019345986217349197,
5891,9980,0,gp,restricted,1,0.09091355358106923,2000.0,,
5891,9980,3,tpe,full,1,0.09091355358106923,2928.5,,
5891,9980,3,tpe,restricted,1,0.09091355358106923,2000.0,,
5891,9980,1,gp,restricted,1,0.09091355358106923,2000.0,,
5891,9980,4,tpe,full,1,0.09091355358106923,2928.5,,
5891,9980,1,gp,full,1,0.09091355358106923,2928.5,-0.01639888416786553,
5891,9980,4,tpe,restricted,1,0.09091355358106923,2000.0,,
5891,3891,0,tpe,full,1,0.07843206220352605,3068.5,,
5891,3891,0,tpe,restricted,1,0.008113095614942,2000.0,,
5891,9980,2,gp,restricted,1,0.09091355358106923,2000.0,,
5891,9980,2,gp,full,1,0.09091355358106923,2928.5,-0.04597336571915453,
5891,3891,1,tpe,full,1,0.008113095614942,3068.5,,
5891,3891,1,tpe,restricted,1,0.025693489729341934,2000.0,,
5891,9980,3,gp,restricted,1,0.09091355358106923,2000.0,,
5891,3891,2,tpe,full,1,0.004056547807470889,3068.5,,
5891,3891,2,tpe,restricted,1,0.008113095614942,2000.0,,
5891,9980,3,gp,full,1,0.09091355358106923,2928.5,-0.010893109811441032,
5891,9980,4,gp,full,1,0.09091355358106923,2928.5,-0.04415742831187381,
5891,3891,3,tpe,full,1,0.025694595881079585,3068.5,,
5891,9980,4,gp,restricted,1,0.09091355358106923,2000.0,,
5891,3891,3,tpe,restricted,1,0.008113095614942,2000.0,,
5891,3891,0,gp,full,1,0.008113095614942,3068.5,0.051407052994416835,
5891,3891,0,gp,restricted,1,0.008113095614942,2000.0,,
5891,3891,4,tpe,full,1,0.008113095614942,3068.5,,
5891,3891,4,tpe,restricted,1,0.010141369518677501,2000.0,,
5891,3492,0,tpe,full,1,0.0,3302.5,,
5891,3492,0,tpe,restricted,1,0.0,2000.0,,
5891,3891,1,gp,full,1,0.008113095614942,3068.5,0.13599721937437598,
5891,3492,1,tpe,full,1,0.0,3302.5,,
5891,3891,1,gp,restricted,1,0.008113095614942,2000.0,,
5891,3492,1,tpe,restricted,1,0.0,2000.0,,
5891,3891,2,gp,full,1,0.008113095614942,3068.5,-0.1670755664921923,
5891,3492,2,tpe,full,1,0.0,3302.5,,
5891,3891,2,gp,restricted,1,0.008113095614942,2000.0,,
5891,3492,2,tpe,restricted,1,0.02127670361501166,2000.0,,
5891,3891,3,gp,full,1,0.008113095614942,3068.5,-0.008067650812372262,
5891,3891,3,gp,restricted,1,0.008113095614942,2000.0,,
5891,3492,3,tpe,restricted,1,0.0,2000.0,,
5891,3891,4,gp,restricted,1,0.008113095614942,2000.0,,
5891,3492,3,tpe,full,1,0.0,3302.5,,
5891,3891,4,gp,full,1,0.008113095614942,3068.5,0.04835397530867895,
5891,3492,4,tpe,full,1,0.0,3302.5,,
5891,3492,4,tpe,restricted,1,0.0,2000.0,,
5891,3492,0,gp,restricted,1,0.0,2000.0,,
5891,3492,0,gp,full,1,0.0,3302.5,-0.025273069878728394,
5891,3492,1,gp,restricted,1,0.0,2000.0,,
5891,3492,1,gp,full,1,0.0,3302.5,0.04310229511896589,
5891,3492,2,gp,full,1,0.0,3302.5,-0.08291119066659842,
5891,3492,2,gp,restricted,1,0.0,2000.0,,
5636,146064,0,tpe,restricted,1,0.2679988435192596,2000.0,,
5891,3492,3,gp,full,1,0.0,3302.5,-0.03287985359035568,
5891,3492,3,gp,restricted,1,0.0,2000.0,,
5636,146064,0,tpe,full,1,0.2519993772796014,43826.5,,
5891,3492,4,gp,restricted,1,0.0,2000.0,,
5891,3492,4,gp,full,1,0.0,3302.5,-0.043180472216234195,
5636,146064,1,tpe,full,1,0.2519993772796014,43826.5,,
5636,146064,1,tpe,restricted,1,0.4120007116804554,2000.0,,
5636,146064,2,tpe,full,1,0.24399964415977204,43826.5,,
5636,146064,2,tpe,restricted,1,0.24399964415977204,2000.0,,
5636,146064,0,gp,restricted,1,0.09999999999999998,2000.0,,
5636,146064,1,gp,restricted,1,0.2519993772796014,2000.0,,
5636,146064,0,gp,full,1,0.0,43826.5,-0.02882563210281272,
5636,146064,3,tpe,restricted,1,0.30000000000000004,2000.0,,
5636,146064,3,tpe,full,1,0.28799928831954447,43826.5,,
5636,146064,2,gp,restricted,1,0.0,2000.0,,
5636,146064,1,gp,full,1,0.2519993772796014,43826.5,-0.09745088650326816,
5636,146064,4,tpe,full,1,0.2519993772796014,43826.5,,
5636,146064,2,gp,full,1,0.0,43826.5,-0.02860195285501992,
5636,146064,4,tpe,restricted,1,0.3560003558402277,2000.0,,
5636,146064,3,gp,restricted,1,0.09999999999999998,2000.0,,
5636,145804,0,tpe,full,1,0.6631200252749155,46481.5,,
5636,145804,0,tpe,restricted,1,0.836878276142042,2000.0,,
5636,146064,3,gp,full,1,0.10799973311982913,43826.5,-0.0699115710742247,
5636,145804,1,tpe,full,1,0.14893515829095372,46481.5,,
5636,146064,4,gp,restricted,1,0.10799973311982913,2000.0,,
5636,145804,1,tpe,restricted,1,0.836878276142042,2000.0,,
5636,146064,4,gp,full,1,0.09999999999999998,43826.5,-0.1047844587562595,
5636,145804,0,gp,restricted,1,0.053189429378012965,2000.0,,
5636,145804,2,tpe,full,1,0.6453902154822446,46481.5,,
5636,145804,2,tpe,restricted,1,0.6702133080584174,2000.0,,
5636,145804,3,tpe,full,1,0.5106382255922111,46481.5,,
5636,145804,0,gp,full,1,0.007089885617417746,46481.5,-0.1219212978826911,
5636,145804,1,gp,restricted,1,0.056736070769763725,2000.0,,
5636,145804,3,tpe,restricted,1,0.6028373131134006,2000.0,,
5636,145804,1,gp,full,1,0.0,46481.5,-0.11021788917753725,
5636,145804,2,gp,restricted,1,0.01063652700916895,2000.0,,
5636,145804,4,tpe,full,1,0.836878276142042,46481.5,,
5636,145804,4,tpe,restricted,1,0.6737599494501686,2000.0,,
5636,145804,2,gp,full,1,0.07446588056243497,46481.5,-0.10915008945619649,
5636,145804,3,gp,restricted,1,0.0,2000.0,,
5636,9914,0,tpe,full,1,0.36665949782246476,49653.5,,
5636,9914,0,tpe,restricted,1,0.3111188773589988,2000.0,,
5636,145804,3,gp,full,1,0.06382935355326602,46481.5,-0.13719916779117533,
5636,145804,4,gp,restricted,1,0.056736070769763725,2000.0,,
5636,9914,1,tpe,restricted,1,0.2555513737297703,2000.0,,
5636,9914,1,tpe,full,1,0.36665949782246476,49653.5,,
5636,9914,0,gp,restricted,1,0.061105435776119044,2000.0,,
5636,145804,4,gp,full,1,0.07446588056243497,46481.5,-0.0788308446436253,
5636,9914,2,tpe,restricted,1,0.21111350072584512,2000.0,,
5636,9914,0,gp,full,1,0.07223506640142219,49653.5,-0.15600905835702927,
5636,9914,2,tpe,full,1,0.3055540620463487,49653.5,,
5636,9914,1,gp,restricted,1,0.03333512554438456,2000.0,,
5636,9914,3,tpe,restricted,1,0.3611215656755741,2000.0,,
5636,9914,3,tpe,full,1,0.36665949782246476,49653.5,,
5636,9914,1,gp,full,1,0.061105435776119044,49653.5,-0.1402273108109649,
5636,9914,4,tpe,restricted,1,0.36665949782246476,2000.0,,
5636,9914,2,gp,restricted,1,0.1666756277219228,2000.0,,
5636,9914,4,tpe,full,1,0.0944405613205036,49653.5,,
5636,9914,2,gp,full,1,0.03333512554438456,49653.5,-0.11169073083296892,
5636,9914,3,gp,full,1,0.061105435776119044,49653.5,-0.11385013130335982,
5636,9914,3,gp,restricted,1,0.061105435776119044,2000.0,,
5636,146065,0,tpe,full,1,0.8450692700544568,50494.5,,
5636,146065,0,tpe,restricted,1,0.8450692700544568,2000.0,,
5636,9914,4,gp,restricted,1,0.06667025108876912,2000.0,,
5636,146065,1,tpe,restricted,1,0.8450692700544568,2000.0,,
5636,146065,1,tpe,full,1,0.8450692700544568,50494.5,,
5636,9914,4,gp,full,1,0.03889994085703763,49653.5,-0.07587272529624169,
5636,146065,0,gp,restricted,1,0.5070426906689991,2000.0,,
5636,146065,2,tpe,full,1,0.7887305662932763,50494.5,,
5636,146065,2,tpe,restricted,1,0.7887305662932763,2000.0,,
5636,146065,1,gp,restricted,1,0.07981151773369832,2000.0,,
5636,146065,0,gp,full,1,0.1314550943822127,50494.5,-0.01908531048749681,
5636,146065,3,tpe,full,1,0.5915493355153636,50494.5,,
5636,146065,3,tpe,restricted,1,0.713614175672244,2000.0,,
5636,146065,1,gp,full,1,0.1314550943822127,50494.5,-0.019091031305027782,
5636,146065,2,gp,restricted,1,0.0,2000.0,,
5636,146065,4,tpe,full,1,0.8450692700544568,50494.5,,
5636,146065,2,gp,full,1,0.023475635563330544,50494.5,-0.04633911779583445,
5636,146065,4,tpe,restricted,1,0.75117237098276,2000.0,,
5636,146065,3,gp,restricted,1,0.01878050845066448,2000.0,,
5636,146065,3,gp,full,1,0.0,50494.5,-0.02961988734202311,
5636,10101,0,tpe,full,1,0.11627178791357762,69143.5,,
5636,146065,4,gp,restricted,1,0.31924889252560607,2000.0,,
5636,10101,0,tpe,restricted,1,0.6279094040288062,2000.0,,
5636,146065,4,gp,full,1,0.1314550943822127,50494.5,-0.019108142442687617,
5636,10101,1,tpe,full,1,0.5348780572661176,69143.5,,
5636,10101,1,tpe,restricted,1,0.11627178791357762,2000.0,,
5636,10101,0,gp,restricted,1,0.023257836690671163,2000.0,,
5636,10101,0,gp,full,1,0.186045297985595,69143.5,-0.02185122937132894,
5636,10101,2,tpe,full,1,0.44186410604320925,69143.5,,
5636,10101,1,gp,restricted,1,0.0697561145322333,2000.0,,
5636,10101,2,tpe,restricted,1,0.6279094040288062,2000.0,,
5636,10101,2,gp,restricted,1,0.11627178791357762,2000.0,,
5636,10101,1,gp,full,1,0.0697561145322333,69143.5,-0.04590604552218284,
5636,10101,3,tpe,full,1,0.11627178791357762,69143.5,,
5636,10101,3,tpe,restricted,1,0.27905924920850333,2000.0,,
5636,10101,2,gp,full,1,0.0697561145322333,69143.5,-0.045906020498531194,
5636,10101,4,tpe,restricted,1,0.3023170858991745,2000.0,,
5636,10101,4,tpe,full,1,0.3023170858991745,69143.5,,
5636,10101,3,gp,restricted,1,0.11627178791357762,2000.0,,
5636,10101,3,gp,full,1,0.0697561145322333,69143.5,-0.045906096861422364,
5636,31,0,tpe,restricted,1,0.27586206896551724,2000.0,,
5636,31,0,tpe,full,1,0.7413793103448276,79614.5,,
5636,10101,4,gp,restricted,1,0.11627178791357762,2000.0,,
5636,10101,4,gp,full,1,0.11627178791357762,69143.5,-0.051642655419098474,
5636,31,1,tpe,full,1,0.5,79614.5,,
5636,31,1,tpe,restricted,1,0.2068965517241379,2000.0,,
5636,31,0,gp,restricted,1,0.2068965517241379,2000.0,,
5636,31,0,gp,full,1,0.08620689655172409,79614.5,-0.12065354513907636,
5636,31,2,tpe,full,1,0.31034482758620685,79614.5,,
5636,31,2,tpe,restricted,1,0.9310344827586207,2000.0,,
5636,31,1,gp,restricted,1,0.06896551724137934,2000.0,,
5636,31,2,gp,restricted,1,0.22413793103448276,2000.0,,
5636,31,3,tpe,restricted,1,0.9310344827586207,2000.0,,
5636,31,1,gp,full,1,0.13793103448275867,79614.5,-0.034879778202450425,
5859,9983,0,tpe,full,1,0.47585641878512586,2863.5,,
5636,31,3,tpe,full,1,0.9310344827586207,79614.5,,
5859,9983,0,tpe,restricted,1,0.9864200419680336,2000.0,,
5859,9983,1,tpe,full,1,0.09683129181799588,2863.5,,
5859,9983,1,tpe,restricted,1,0.5503005841884873,2000.0,,
5859,9983,0,gp,restricted,1,0.0958253404964362,2000.0,,
5859,9983,0,gp,full,1,0.0958253404964362,2863.5,-0.17381709953780083,
5859,9983,2,tpe,full,1,0.18838039729581701,2863.5,,
5859,9983,2,tpe,restricted,1,0.6488913489172261,2000.0,,
5636,31,2,gp,full,1,0.08620689655172409,79614.5,-0.1206534881312229,
5636,31,4,tpe,full,1,0.4137931034482759,79614.5,,
5636,31,4,tpe,restricted,1,0.4137931034482759,2000.0,,
5859,9983,3,tpe,full,1,0.3367714038536783,2863.5,,
5859,9983,3,tpe,restricted,1,0.5714293295491859,2000.0,,
5636,31,3,gp,restricted,1,0.13793103448275867,2000.0,,
5859,9983,1,gp,full,1,0.09683129181799588,2863.5,-0.16651574036155797,
5859,9983,4,tpe,full,1,0.5503005841884873,2863.5,,
5859,9983,4,tpe,restricted,1,0.5503005841884873,2000.0,,
5636,31,3,gp,full,1,0.08620689655172409,79614.5,-0.12065351059139022,
5859,31,0,tpe,full,1,0.8727272727272728,3005.5,,
5859,31,0,tpe,restricted,1,0.9272727272727272,2000.0,,
5859,9983,1,gp,restricted,1,0.09683129181799588,2000.0,,
5859,9983,2,gp,full,1,0.0958253404964362,2863.5,-0.1737258741373209,
5859,31,1,tpe,full,1,0.21818181818181814,3005.5,,
5859,31,1,tpe,restricted,1,0.38181818181818183,2000.0,,
5859,9983,2,gp,restricted,1,0.0,2000.0,,
5859,9983,3,gp,restricted,1,0.0,2000.0,,
5859,9983,3,gp,full,1,0.0,2863.5,-0.13726065716721517,
5859,31,2,tpe,full,1,0.9272727272727272,3005.5,,
5636,31,4,gp,restricted,1,0.15517241379310343,2000.0,,
5859,31,2,tpe,restricted,1,0.34545454545454546,2000.0,,
5859,31,3,tpe,full,1,0.23636363636363633,3005.5,,
5859,9983,4,gp,full,1,0.0,2863.5,-0.15596647030014815,
5859,9983,4,gp,restricted,1,0.0,2000.0,,
5859,31,3,tpe,restricted,1,0.5272727272727273,2000.0,,
5859,31,4,tpe,full,1,0.9272727272727272,3005.5,,
5859,31,4,tpe,restricted,1,0.4545454545454546,2000.0,,
5859,31,0,gp,full,1,0.18181818181818177,3005.5,-0.11440222939103176,
5636,31,4,gp,full,1,0.1724137931034483,79614.5,-0.05575612658764608,
5859,31,0,gp,restricted,1,0.19999999999999996,2000.0,,
5859,37,0,tpe,full,1,0.07865556370539739,3239.5,,
5859,37,0,tpe,restricted,1,0.17977305086939632,2000.0,,
5859,31,1,gp,restricted,1,0.19999999999999996,2000.0,,
5859,31,1,gp,full,1,0.18181818181818177,3005.5,-0.1159838084304888,
5859,37,1,tpe,full,1,0.41573111274107966,3239.5,,
5859,37,1,tpe,restricted,1,0.12359666911161904,2000.0,,
5859,31,2,gp,full,1,0.18181818181818177,3005.5,-0.11415859127012562,
5859,31,2,gp,restricted,1,0.19999999999999996,2000.0,,
5859,37,2,tpe,full,1,0.19100832722095196,3239.5,,
5859,31,3,gp,full,1,0.18181818181818177,3005.5,-0.11428859182071294,
5859,37,2,tpe,restricted,1,0.0337058290546669,2000.0,,
5859,31,3,gp,restricted,1,0.18181818181818177,2000.0,,
5859,37,3,tpe,full,1,0.1460672218147303,3239.5,,
5859,37,3,tpe,restricted,1,0.1460672218147303,2000.0,,
5859,31,4,gp,full,1,0.18181818181818177,3005.5,-0.11591795250840338,
5859,31,4,gp,restricted,1,0.19999999999999996,2000.0,,
5859,37,4,tpe,full,1,0.07865556370539739,3239.5,,
5859,37,4,tpe,restricted,1,0.07865556370539739,2000.0,,
5859,37,0,gp,full,1,0.08989084005695314,3239.5,-0.1651536419096308,
5859,37,0,gp,restricted,1,0.0337058290546669,2000.0,,
5859,3902,0,tpe,full,1,0.2777530274188986,3382.5,,
5859,3902,0,tpe,restricted,1,0.6388967640030769,2000.0,,
5859,37,1,gp,restricted,1,0.0337058290546669,2000.0,,
5859,37,1,gp,full,1,0.0337058290546669,3239.5,-0.1260558625683496,
5859,3902,1,tpe,restricted,1,0.19444331942813375,2000.0,,
5859,3902,1,tpe,full,1,0.19444331942813375,3382.5,,
5859,37,2,gp,full,1,0.08989084005695314,3239.5,-0.16528612523103842,
5859,3902,2,tpe,full,1,0.1388765137094493,3382.5,,
5859,37,2,gp,restricted,1,0.0337058290546669,2000.0,,
5859,37,3,gp,full,1,0.08989084005695314,3239.5,-0.16546661927261946,
5859,3902,2,tpe,restricted,1,0.2777530274188986,2000.0,,
5859,3902,3,tpe,full,1,0.2777530274188986,3382.5,,
5859,3902,3,tpe,restricted,1,1.0,2000.0,,
5859,37,3,gp,restricted,1,0.1460672218147303,2000.0,,
5859,37,4,gp,full,1,0.02247055270311127,3239.5,-0.05824404278071915,
5859,37,4,gp,restricted,1,0.0337058290546669,2000.0,,
5859,3902,4,tpe,full,1,1.0,3382.5,,
5859,3902,4,tpe,restricted,1,0.6388967640030769,2000.0,,
5859,3902,0,gp,full,1,0.05552630513142487,3382.5,-0.14903385677977074,
5859,3902,0,gp,restricted,1,0.2777530274188986,2000.0,,
5859,9977,0,tpe,full,1,0.082493623782247,3449.5,,
5859,9977,0,tpe,restricted,1,0.2278295772881216,2000.0,,
5859,3902,1,gp,full,1,0.05552630513142487,3382.5,-0.10031071256535828,
5859,3902,1,gp,restricted,1,0.05552630513142487,2000.0,,
5859,9977,1,tpe,full,1,0.07266797675293746,3449.5,,
5859,9977,1,tpe,restricted,1,0.19592340176443523,2000.0,,
5859,3902,2,gp,full,1,0.05552630513142487,3382.5,-0.1103734468514315,
5859,3902,2,gp,restricted,1,0.05552630513142487,2000.0,,
5859,9977,2,tpe,full,1,0.2278295772881216,3449.5,,
5859,9977,2,tpe,restricted,1,0.16680603754651513,2000.0,,
5859,3902,3,gp,full,1,0.05552630513142487,3382.5,-0.1003005410732575,
5859,3902,3,gp,restricted,1,0.25001012514681376,2000.0,,
5859,9977,3,tpe,full,1,0.2278295772881216,3449.5,,
5859,9977,3,tpe,restricted,1,0.2278295772881216,2000.0,,
5859,3902,4,gp,full,1,0.05552630513142487,3382.5,-0.09313362711467536,
5859,3902,4,gp,restricted,1,0.19444331942813375,2000.0,,
5859,9977,4,tpe,full,1,0.2278295772881216,3449.5,,
5859,9977,4,tpe,restricted,1,0.2278295772881216,2000.0,,
5859,9977,0,gp,full,1,0.024263076472801792,3449.5,-0.12345197041662859,
5859,9977,0,gp,restricted,1,0.03348246017477119,2000.0,,
5859,125923,0,tpe,restricted,1,0.032709011049296466,2000.0,,
5859,9977,1,gp,full,1,0.0,3449.5,-0.07618061275572344,
5859,125923,0,tpe,full,1,0.032709011049296466,5032.5,,
5859,9977,1,gp,restricted,1,0.0,2000.0,,
5859,125923,1,tpe,full,1,0.032709011049296466,5032.5,,
5859,125923,1,tpe,restricted,1,0.032709011049296466,2000.0,,
5859,9977,2,gp,restricted,1,0.0,2000.0,,
5859,9977,3,gp,restricted,1,0.03348246017477119,2000.0,,
5859,9977,2,gp,full,1,0.0,3449.5,-0.25634029206881476,
5859,9977,3,gp,full,1,0.0,3449.5,-0.11742189161275592,
5859,125923,2,tpe,full,1,0.032709011049296466,5032.5,,
5859,125923,2,tpe,restricted,1,0.032709011049296466,2000.0,,
5859,9977,4,gp,full,1,0.0,3449.5,-0.09962988296996571,
5859,9977,4,gp,restricted,1,0.0,2000.0,,
5859,125923,3,tpe,restricted,1,0.0,2000.0,,
5859,125923,3,tpe,full,1,0.032709011049296466,5032.5,,
5859,125923,4,tpe,restricted,1,0.032709011049296466,2000.0,,
5859,125923,4,tpe,full,1,0.032709011049296466,5032.5,,
5859,125923,0,gp,restricted,1,0.028035273823534212,2000.0,,
5889,9971,0,tpe,full,1,0.13952763165030546,283.5,,
5889,9971,0,tpe,restricted,1,0.13952763165030546,283.5,,
5859,125923,0,gp,full,1,0.018690322735905984,5032.5,-0.12828026915864282,
5859,125923,1,gp,restricted,1,0.01401602476261099,2000.0,,
5889,9971,1,tpe,full,1,0.16279353544118425,283.5,,
5889,9971,1,tpe,restricted,1,0.13952763165030546,283.5,,
5859,125923,1,gp,full,1,0.0,5032.5,-0.09087219561344011,
5859,125923,2,gp,restricted,1,0.01401602476261099,2000.0,,
5889,9971,2,tpe,full,1,0.16279353544118425,283.5,,
5889,9971,2,tpe,restricted,1,0.13952763165030546,283.5,,
5859,125923,2,gp,full,1,0.01401602476261099,5032.5,-0.14205312270350598,
5859,125923,3,gp,full,1,0.028035273823534212,5032.5,-0.05972811119681558,
5889,9971,3,tpe,full,1,0.16279353544118425,283.5,,
5889,9971,3,tpe,restricted,1,0.11627528607842108,283.5,,
5859,125923,3,gp,restricted,1,0.0,2000.0,,
5889,9971,0,gp,restricted,1,0.13952763165030546,283.5,,
5889,9971,4,tpe,full,1,0.13952763165030546,283.5,,
5889,9971,4,tpe,restricted,1,0.16279353544118425,283.5,,
5889,9971,0,gp,full,1,0.13952763165030546,283.5,0.017324537300320103,
5889,9971,1,gp,restricted,1,0.0,283.5,,
5889,3918,0,tpe,full,1,0.06661737523104838,285.5,,
5889,3918,0,tpe,restricted,1,0.06661737523104838,285.5,,
5859,125923,4,gp,restricted,1,0.032710506376049775,2000.0,,
5859,125923,4,gp,full,1,0.032709011049296466,5032.5,0.018763321430743586,
5889,3918,1,tpe,full,1,0.1333086876155266,285.5,,
5889,3918,1,tpe,restricted,1,0.1333086876155266,285.5,,
5889,9971,1,gp,full,1,0.0,283.5,-0.07229969556693391,
5889,9971,2,gp,restricted,1,0.0,283.5,,
5889,3918,2,tpe,full,1,0.06661737523104838,285.5,,
5889,3918,2,tpe,restricted,1,0.1333086876155266,285.5,,
5889,9971,2,gp,full,1,0.0,283.5,0.01804895535945934,
5889,9971,3,gp,full,1,0.0,283.5,0.06474850716179166,
5889,3918,3,tpe,full,1,0.1333086876155266,285.5,,
5889,3918,3,tpe,restricted,1,0.1333086876155266,285.5,,
5889,9971,4,gp,full,1,0.0,283.5,-0.04111900575663604,
5889,9971,4,gp,restricted,1,0.0,283.5,,
5889,3918,4,tpe,full,1,0.06661737523104838,285.5,,
5889,3918,4,tpe,restricted,1,0.06661737523104838,285.5,,
5889,9971,3,gp,restricted,1,0.0,283.5,,
5889,3918,0,gp,restricted,1,0.06661737523104838,285.5,,
5889,3918,1,gp,restricted,1,0.06661737523104838,285.5,,
5889,3918,0,gp,full,1,0.06661737523104838,285.5,0.10976908533816068,
5889,3918,1,gp,full,1,0.06661737523104838,285.5,0.13276046507507266,
5889,3918,2,gp,full,1,0.0,285.5,0.11777536409561691,
5889,3918,2,gp,restricted,1,0.0,285.5,,
5889,3918,3,gp,restricted,1,0.0,285.5,,
5889,3918,3,gp,full,1,0.0,285.5,0.1282759784559153,
5889,3918,4,gp,restricted,1,0.1333086876155266,285.5,,
5889,3918,4,gp,full,1,0.1333086876155266,285.5,0.1095385981814796,
4796,3549,0,gp,full,1,0.0,285.5,0.034767183411415145,
4796,3549,0,gp,restricted,1,0.0,285.5,,
4796,3549,1,gp,restricted,1,0.0,285.5,,
4796,3549,0,tpe,full,1,0.0,285.5,,
4796,3549,1,gp,full,1,0.0,285.5,0.07904111359863632,
4796,3549,2,gp,full,1,0.0,285.5,0.0865269957557006,
4796,3549,0,tpe,restricted,1,0.0,285.5,,
4796,3549,2,gp,restricted,1,0.0,285.5,,
4796,3549,1,tpe,full,1,0.0,285.5,,
4796,3549,3,gp,full,1,0.0,285.5,0.0457949562390867,
4796,3549,3,gp,restricted,1,0.0,285.5,,
4796,3549,2,tpe,full,1,0.0,285.5,,
4796,3549,1,tpe,restricted,1,0.0347810824844047,285.5,,
4796,3549,2,tpe,restricted,1,0.0347810824844047,285.5,,
4796,3549,3,tpe,restricted,1,0.0,285.5,,
4796,3549,4,gp,full,1,0.0,285.5,0.028505419597478886,
4796,3549,4,gp,restricted,1,0.0,285.5,,
4796,3549,4,tpe,full,1,0.0,285.5,,
4796,3549,3,tpe,full,1,0.0,285.5,,
4796,3918,0,gp,full,1,0.17242829827916228,285.5,-0.05882258406319833,
4796,3918,0,gp,restricted,1,0.17242829827916228,285.5,,
4796,3549,4,tpe,restricted,1,0.0,285.5,,
4796,3918,1,gp,full,1,0.17242829827916228,285.5,-0.015334606290898084,
4796,3918,1,gp,restricted,1,0.17242829827916228,285.5,,
4796,3918,2,gp,full,1,0.17242829827916228,285.5,-0.000989592335030215,
4796,3918,0,tpe,restricted,1,0.17242829827916228,285.5,,
4796,3918,2,gp,restricted,1,0.17242829827916228,285.5,,
4796,3918,3,gp,full,1,0.17242829827916228,285.5,-0.04845568300529287,
4796,3918,0,tpe,full,1,0.17242829827916228,285.5,,
4796,3918,3,gp,restricted,1,0.17242829827916228,285.5,,
4796,3918,1,tpe,full,1,0.17242829827916228,285.5,,
4796,3918,1,tpe,restricted,1,0.17242829827916228,285.5,,
4796,3918,2,tpe,full,1,0.17242829827916228,285.5,,
4796,3918,2,tpe,restricted,1,0.17242829827916228,285.5,,
4796,3918,4,gp,full,1,0.17242829827916228,285.5,-0.0036519166273654537,
4796,3918,4,gp,restricted,1,0.17242829827916228,285.5,,
4796,3918,4,tpe,full,1,0.17242829827916228,285.5,,
4796,9903,0,gp,full,1,0.0,285.5,0.046113679980681874,
4796,3918,3,tpe,full,1,0.17242829827916228,285.5,,
4796,3918,3,tpe,restricted,1,0.17242829827916228,285.5,,
4796,9903,0,gp,restricted,1,0.0,285.5,,
4796,9903,1,gp,full,1,0.0,285.5,0.1686821548072003,
