ss,task,seed,step,U,K,gap_norm,retains_top,sel_obj_rank,reg_restrict,reg_full
6794,9914,3,14,69186,1717,0.00877,1,0.6179,0.04972597246357657,0.027616628792943798
6794,9914,3,15,69185,1712,0.00137,1,0.4094,0.04972597246357657,0.027616628792943798
6794,9914,3,16,69184,2209,0.01195,0,0.291,0.04972597246357657,0.027616628792943798
6794,9914,3,17,69183,2010,0.00376,1,0.5325,0.04972597246357657,0.027616628792943798
6794,9914,3,18,69182,2004,0.01188,0,0.7019,0.04972597246357657,0.027616628792943798
6794,9914,3,19,69181,2000,0.00611,1,0.8396,0.04972597246357657,0.027616628792943798
6794,9914,3,20,69180,2184,0.0,1,0.7907,0.04972597246357657,0.027616628792943798
6794,9914,3,21,69179,2037,0.00599,1,0.7907,0.04972597246357657,0.027616628792943798
6794,9914,3,22,69178,1808,0.0,1,0.7907,0.04972597246357657,0.027616628792943798
6794,9914,3,23,69177,2236,0.02358,0,0.6445,0.04972597246357657,0.027616628792943798
6794,9914,3,24,69176,2228,0.00063,1,0.7907,0.04972597246357657,0.027616628792943798
6794,9914,4,5,69195,1000,0.00628,1,0.4094,0.033150648309050124,0.027616628792943798
6794,9914,4,6,69194,1020,0.0,1,0.9758,0.033150648309050124,0.027616628792943798
6794,9914,4,7,69193,1223,0.01703,0,0.4323,0.033150648309050124,0.027616628792943798
6794,9914,4,8,69192,1164,0.07617,0,0.7464,0.033150648309050124,0.027616628792943798
6794,9914,4,9,69191,1196,0.05942,0,0.9758,0.033150648309050124,0.027616628792943798
6794,9914,4,10,69190,1183,0.02253,0,0.4598,0.033150648309050124,0.027616628792943798
6794,9914,4,11,69189,1348,0.07879,0,0.4598,0.033150648309050124,0.027616628792943798
6794,9914,4,12,69188,1246,0.02594,0,0.6721,0.033150648309050124,0.027616628792943798
6794,9914,4,13,69187,1503,0.04243,0,0.618,0.033150648309050124,0.027616628792943798
6794,9914,4,14,69186,1541,0.03474,0,0.672,0.033150648309050124,0.027616628792943798
6794,9914,4,15,69185,1629,0.01154,0,0.5325,0.033150648309050124,0.027616628792943798
6794,9914,4,16,69184,1810,0.02686,0,0.1776,0.033150648309050124,0.027616628792943798
6794,9914,4,17,69183,1930,0.08007,0,0.5325,0.033150648309050124,0.027616628792943798
6794,9914,4,18,69182,2234,0.0,1,0.8973,0.033150648309050124,0.027616628792943798
6794,9914,4,19,69181,2260,0.00343,1,0.7908,0.033150648309050124,0.027616628792943798
6794,9914,4,20,69180,2135,0.00312,1,0.4599,0.033150648309050124,0.027616628792943798
6794,9914,4,21,69179,2290,0.01311,0,0.8973,0.033150648309050124,0.027616628792943798
6794,9914,4,22,69178,2283,0.00522,1,0.4323,0.033150648309050124,0.027616628792943798
6794,9914,4,23,69177,2292,0.02527,0,0.8973,0.033150648309050124,0.027616628792943798
6794,9914,4,24,69176,2242,0.00301,1,0.6721,0.033150648309050124,0.027616628792943798
7607,14965,0,,,,,,,0.014924780693051365,0.014924780693051365
7607,14965,1,,,,,,,0.009645536458539827,0.009645536458539827
6794,31,0,5,102301,1000,0.04816,0,0.3795,0.0625,0.050000000000000044
6794,31,0,6,102300,1031,0.04469,0,0.742,0.0625,0.050000000000000044
6794,31,0,7,102299,1315,0.12503,0,0.051,0.0625,0.050000000000000044
6794,31,0,8,102298,1038,0.00788,1,0.1306,0.0625,0.050000000000000044
6794,31,0,9,102297,1254,0.04835,0,0.1875,0.0625,0.050000000000000044
6794,31,0,10,102296,1331,0.1582,0,0.051,0.0625,0.050000000000000044
6794,31,0,11,102295,1239,0.00977,1,0.8426,0.0625,0.050000000000000044
6794,31,0,12,102294,1821,0.03353,0,0.2178,0.0625,0.050000000000000044
6794,31,0,13,102293,1640,0.05666,0,0.089,0.0625,0.050000000000000044
6794,31,0,14,102292,1295,0.00496,1,0.9912,0.0625,0.050000000000000044
6794,31,0,15,102291,1323,0.00511,1,0.9694,0.0625,0.050000000000000044
6794,31,0,16,102290,1377,0.00865,1,0.885,0.0625,0.050000000000000044
6794,31,0,17,102289,1511,0.0196,0,0.3226,0.0625,0.050000000000000044
6794,31,0,18,102288,1724,0.00632,1,0.4137,0.0625,0.050000000000000044
6794,31,0,19,102287,1771,0.01401,0,0.9827,0.0625,0.050000000000000044
6794,31,0,20,102286,1505,0.00846,1,0.8426,0.0625,0.050000000000000044
6794,31,0,21,102285,2277,0.0,1,0.2178,0.0625,0.050000000000000044
6794,31,0,22,102284,1942,0.00612,1,0.9492,0.0625,0.050000000000000044
6794,31,0,23,102283,1882,0.00603,1,0.9209,0.0625,0.050000000000000044
6794,31,0,24,102282,2078,0.0059,1,0.6881,0.0625,0.050000000000000044
7607,14965,2,,,,,,,0.021077283372367694,0.021077283372367694
6794,31,1,5,102301,1000,0.03265,0,0.051,0.10000000000000009,0.10000000000000009
6794,31,1,6,102300,1002,0.02384,0,0.0825,0.10000000000000009,0.10000000000000009
6794,31,1,7,102299,1011,0.02205,0,0.3795,0.10000000000000009,0.10000000000000009
6794,31,1,8,102298,1068,0.00592,1,0.2302,0.10000000000000009,0.10000000000000009
6794,31,1,9,102297,1061,0.07502,0,0.2067,0.10000000000000009,0.10000000000000009
6794,31,1,10,102296,1060,0.01082,0,0.5869,0.10000000000000009,0.10000000000000009
6794,31,1,11,102295,1133,0.03429,0,0.7419,0.10000000000000009,0.10000000000000009
6794,31,1,12,102294,1202,0.02715,0,0.5869,0.10000000000000009,0.10000000000000009
6794,31,1,13,102293,1264,0.01505,0,0.2976,0.10000000000000009,0.10000000000000009
6794,31,1,14,102292,1380,0.03089,0,0.7942,0.10000000000000009,0.10000000000000009
6794,31,1,15,102291,1550,0.01012,0,0.5383,0.10000000000000009,0.10000000000000009
6794,31,1,16,102290,1429,0.0,1,0.8426,0.10000000000000009,0.10000000000000009
6794,31,1,17,102289,1386,0.02482,0,0.688,0.10000000000000009,0.10000000000000009
6794,31,1,18,102288,1465,0.00355,1,0.8426,0.10000000000000009,0.10000000000000009
6794,31,1,19,102287,1707,0.0195,0,0.1875,0.10000000000000009,0.10000000000000009
6794,31,1,20,102286,1644,0.00642,1,0.6374,0.10000000000000009,0.10000000000000009
6794,31,1,21,102285,1628,0.00952,1,0.5383,0.10000000000000009,0.10000000000000009
6794,31,1,22,102284,1892,0.02,0,0.5383,0.10000000000000009,0.10000000000000009
6794,31,1,23,102283,2070,0.03695,0,0.8425,0.10000000000000009,0.10000000000000009
6794,31,1,24,102282,2188,0.07275,0,0.051,0.10000000000000009,0.10000000000000009
7607,14965,3,,,,,,,0.02984956138609829,0.02984956138609829
7607,14965,4,,,,,,,0.013178263803437451,0.013178263803437451
6794,31,2,5,102301,1000,0.0,1,0.2439,0.04375000000000007,0.04375000000000007
6794,31,2,6,102300,1224,0.00448,1,0.688,0.04375000000000007,0.04375000000000007
6794,31,2,7,102299,1260,0.10218,0,0.1174,0.04375000000000007,0.04375000000000007
6794,31,2,8,102298,1248,0.0196,0,0.7419,0.04375000000000007,0.04375000000000007
6794,31,2,9,102297,1530,0.00221,1,0.587,0.04375000000000007,0.04375000000000007
6794,31,2,10,102296,1428,0.08143,0,0.9492,0.04375000000000007,0.04375000000000007
6794,31,2,11,102295,1611,0.05372,0,0.1713,0.04375000000000007,0.04375000000000007
6794,31,2,12,102294,1406,0.08432,0,0.3226,0.04375000000000007,0.04375000000000007
6794,31,2,13,102293,1771,0.02629,0,0.1221,0.04375000000000007,0.04375000000000007
6794,31,2,14,102292,1579,0.03912,0,0.7942,0.04375000000000007,0.04375000000000007
6794,31,2,15,102291,1768,0.03293,0,0.2439,0.04375000000000007,0.04375000000000007
6794,31,2,16,102290,1650,0.08526,0,0.3226,0.04375000000000007,0.04375000000000007
6794,31,2,17,102289,1759,0.00338,1,0.8426,0.04375000000000007,0.04375000000000007
6794,31,2,18,102288,1609,0.00147,1,0.2589,0.04375000000000007,0.04375000000000007
6794,31,2,19,102287,2160,0.06364,0,0.688,0.04375000000000007,0.04375000000000007
6794,31,2,20,102286,2125,0.05704,0,0.587,0.04375000000000007,0.04375000000000007
6794,31,2,21,102285,1868,0.06322,0,0.4936,0.04375000000000007,0.04375000000000007
6794,31,2,22,102284,2179,0.01137,0,0.7419,0.04375000000000007,0.04375000000000007
6794,31,2,23,102283,2115,0.06117,0,0.1448,0.04375000000000007,0.04375000000000007
6794,31,2,24,102282,1944,0.04312,0,0.1969,0.04375000000000007,0.04375000000000007
7607,145976,0,,,,,,,0.029998156795281172,0.029998156795281172
6794,31,4,5,102301,1000,0.01346,0,0.0958,0.050000000000000044,0.0625
6794,31,4,6,102300,1000,0.0,1,0.8426,0.050000000000000044,0.0625
6794,31,4,7,102299,1000,0.01558,0,0.9492,0.050000000000000044,0.0625
6794,31,4,8,102298,1155,0.03734,0,0.9208,0.050000000000000044,0.0625
6794,31,4,9,102297,1083,0.05214,0,0.9492,0.050000000000000044,0.0625
6794,31,4,10,102296,1000,0.04349,0,0.3227,0.050000000000000044,0.0625
6794,31,4,11,102295,1165,0.02459,0,0.4512,0.050000000000000044,0.0625
6794,31,4,12,102294,1224,0.05063,0,0.8426,0.050000000000000044,0.0625
6794,31,4,13,102293,1106,0.04832,0,0.5383,0.050000000000000044,0.0625
6794,31,4,14,102292,1102,0.02533,0,0.996,0.050000000000000044,0.0625
6794,31,4,15,102291,1093,0.21641,0,0.9694,0.050000000000000044,0.0625
6794,31,4,16,102290,1068,0.01048,0,0.9984,0.050000000000000044,0.0625
6794,31,4,17,102289,1096,0.00547,1,0.9209,0.050000000000000044,0.0625
6794,31,4,18,102288,1345,0.01012,0,0.9827,0.050000000000000044,0.0625
6794,31,4,19,102287,1481,0.015,0,0.7943,0.050000000000000044,0.0625
6794,31,4,20,102286,1810,0.02449,0,0.7943,0.050000000000000044,0.0625
6794,31,4,21,102285,1806,0.05828,0,0.0726,0.050000000000000044,0.0625
6794,31,4,22,102284,1312,0.03689,0,0.6375,0.050000000000000044,0.0625
6794,31,4,23,102283,1486,0.05777,0,0.8426,0.050000000000000044,0.0625
6794,31,4,24,102282,1600,0.11247,0,0.885,0.050000000000000044,0.0625
7607,145976,1,,,,,,,0.05999631359056312,0.05999631359056312
7607,145976,2,,,,,,,0.04999692799213573,0.04999692799213573
7607,145976,3,,,,,,,0.01999877119685467,0.01999877119685467
6794,31,3,5,102301,1000,0.00145,1,0.2068,0.0625,0.06875000000000009
6794,31,3,6,102300,1024,0.00659,1,0.742,0.0625,0.06875000000000009
6794,31,3,7,102299,1118,0.03551,0,0.6374,0.0625,0.06875000000000009
6794,31,3,8,102298,1361,0.01074,0,0.3795,0.0625,0.06875000000000009
6794,31,3,9,102297,1394,0.05546,0,0.5383,0.0625,0.06875000000000009
6794,31,3,10,102296,1703,0.0553,0,0.4936,0.0625,0.06875000000000009
6794,31,3,11,102295,1769,0.10221,0,0.2439,0.0625,0.06875000000000009
6794,31,3,12,102294,1890,0.00079,1,0.6374,0.0625,0.06875000000000009
6794,31,3,13,102293,1936,0.03864,0,0.688,0.0625,0.06875000000000009
6794,31,3,14,102292,2460,0.09195,0,0.8849,0.0625,0.06875000000000009
6794,31,3,15,102291,2235,0.01978,0,0.4936,0.0625,0.06875000000000009
6794,31,3,16,102290,2639,0.04059,0,0.9492,0.0625,0.06875000000000009
6794,31,3,17,102289,2589,0.01034,0,0.9492,0.0625,0.06875000000000009
6794,31,3,18,102288,2388,0.00294,1,0.7942,0.0625,0.06875000000000009
6794,31,3,19,102287,2585,0.0274,0,0.9912,0.0625,0.06875000000000009
6794,31,3,20,102286,2982,0.01247,0,0.8426,0.0625,0.06875000000000009
6794,31,3,21,102285,2193,0.09075,0,0.0795,0.0625,0.06875000000000009
6794,31,3,22,102284,1834,0.01372,0,0.6374,0.0625,0.06875000000000009
6794,31,3,23,102283,1934,0.0458,0,0.7943,0.0625,0.06875000000000009
6794,31,3,24,102282,1986,0.03034,0,0.6881,0.0625,0.06875000000000009
7607,145976,4,,,,,,,0.0900021504055053,0.0900021504055053
7607,3896,0,,,,,,,0.014732858885334599,0.014732858885334599
7607,3896,1,,,,,,,0.03157864407756317,0.03157864407756317
7607,3896,2,,,,,,,0.00420664419281358,0.00420664419281358
7607,3896,3,,,,,,,0.00420664419281358,0.00420664419281358
7607,3896,4,,,,,,,0.012629536788927864,0.012629536788927864
7607,3913,0,,,,,,,0.0,0.0
7607,3913,1,,,,,,,0.06665970663464915,0.06665970663464915
7607,3913,2,,,,,,,0.1333194132693003,0.1333194132693003
7607,3913,3,,,,,,,0.06665970663464915,0.06665970663464915
7607,3913,4,,,,,,,0.06665970663464915,0.06665970663464915
7607,3903,0,,,,,,,0.06247252478874743,0.06247252478874743
7607,3903,1,,,,,,,0.06247252478874743,0.06247252478874743
7607,3903,2,,,,,,,0.0,0.0
7607,3903,3,,,,,,,0.06247252478874743,0.06247252478874743
7607,3903,4,,,,,,,0.0,0.0
7607,9946,1,,,,,,,0.02577511592642856,0.02577511592642856
7607,9946,0,,,,,,,0.030928379317727628,0.030928379317727628
7607,9946,2,,,,,,,0.0,0.0
7607,9946,3,,,,,,,0.036084575699004695,0.036084575699004695
7607,9946,4,,,,,,,0.0,0.0
7607,9967,0,,,,,,,0.0,0.0
7607,9967,1,,,,,,,0.0,0.0
7607,9967,2,,,,,,,0.0,0.0
7607,9967,3,,,,,,,0.0,0.0
7607,9967,4,,,,,,,0.0,0.0
7609,145854,0,,,,,,,0.00226383868978397,0.00226383868978397
7609,145854,1,,,,,,,0.0010187274104025423,0.0010187274104025423
7609,145854,2,,,,,,,0.00226383868978397,0.00226383868978397
7609,145854,3,,,,,,,0.005097540222168129,0.005097540222168129
7609,145854,4,,,,,,,0.007361378911952099,0.007361378911952099
7609,3903,0,,,,,,,0.19514333638304282,0.19514333638304282
7609,3903,1,,,,,,,0.0,0.0
7609,3903,2,,,,,,,0.0,0.0
7609,3903,3,,,,,,,0.0,0.0
7609,3903,4,,,,,,,0.09755260750228634,0.09755260750228634
7609,9967,0,,,,,,,0.0,0.0
7609,9967,1,,,,,,,0.0,0.0
7609,9967,2,,,,,,,0.0,0.0
7609,9967,3,,,,,,,0.0,0.0
7609,9967,4,,,,,,,0.0,0.0
7609,145853,0,,,,,,,0.005186517750944697,0.005186517750944697
7609,145853,2,,,,,,,0.005186517750944697,0.005186517750944697
7609,145853,1,,,,,,,0.005186517750944697,0.005186517750944697
7609,145853,3,,,,,,,0.06327659540037078,0.06327659540037078
7609,145853,4,,,,,,,0.025932588754723374,0.025932588754723374
7609,34537,0,,,,,,,0.001084624724644545,0.001084624724644545
7609,34537,1,,,,,,,0.0017373192492095013,0.0017373192492095013
7609,34537,2,,,,,,,0.0047752283231030646,0.0047752283231030646
7609,34537,3,,,,,,,0.006078217760010052,0.006078217760010052
7609,34537,4,,,,,,,0.001084624724644545,0.001084624724644545
7609,125923,0,,,,,,,0.01809922257953711,0.01809922257953711
7609,125923,1,,,,,,,0.004524025102250806,0.004524025102250806
7609,125923,2,,,,,,,0.01809922257953711,0.01809922257953711
7609,125923,3,,,,,,,0.013575197477286305,0.013575197477286305
7609,125923,4,,,,,,,0.004524025102250806,0.004524025102250806
7609,145878,0,,,,,,,0.005126843416806248,0.005126843416806248
7609,145878,1,,,,,,,0.010256604786609946,0.010256604786609946
7609,145878,2,,,,,,,0.005126843416806248,0.005126843416806248
7609,145878,3,,,,,,,0.0,0.0
7609,145878,4,,,,,,,0.015383448203416195,0.015383448203416195
5527,146064,0,5,44785,1000,0.0,1,0.856,0.0,0.0
5527,146064,0,6,44784,1088,0.0,1,0.3293,0.0,0.0
5527,146064,0,7,44783,1050,0.0,1,0.0211,0.0,0.0
5527,146064,0,8,44782,1067,0.0382,0,0.832,0.0,0.0
5527,146064,0,9,44781,1086,0.0,1,0.7611,0.0,0.0
5527,146064,0,10,44780,1281,0.00255,1,0.8587,0.0,0.0
5527,146064,0,11,44779,1248,0.00155,1,0.4533,0.0,0.0
5527,146064,0,12,44778,1293,0.00346,1,1.0,0.0,0.0
5527,146064,0,13,44777,1430,0.02516,0,1.0,0.0,0.0
5527,146064,0,14,44776,1398,0.00344,1,0.4533,0.0,0.0
5527,146064,0,15,44775,1386,0.0,1,0.4533,0.0,0.0
5527,146064,0,16,44774,1446,0.00422,1,1.0,0.0,0.0
5527,146064,0,17,44773,1424,0.01273,0,0.8295,0.0,0.0
5527,146064,0,18,44772,1323,0.01507,0,0.7606,0.0,0.0
5527,146064,0,19,44771,1489,0.00093,1,1.0,0.0,0.0
5527,146064,0,20,44770,1408,0.0,1,1.0,0.0,0.0
5527,146064,0,21,44769,1419,0.0,1,1.0,0.0,0.0
5527,146064,0,22,44768,1381,0.00071,1,1.0,0.0,0.0
5527,146064,0,23,44767,1488,0.0,1,0.8083,0.0,0.0
5527,146064,0,24,44766,1502,0.10695,0,1.0,0.0,0.0
5527,146064,1,5,44785,1000,0.0,1,0.8081,0.0,0.0
5527,146064,1,6,44784,1000,0.0,1,0.7409,0.0,0.0
5527,146064,1,7,44783,1000,0.0,1,1.0,0.0,0.0
5527,146064,1,8,44782,1000,0.0,1,0.8649,0.0,0.0
5527,146064,1,9,44781,1017,0.0,1,1.0,0.0,0.0
5527,146064,1,10,44780,1000,0.0,1,0.8332,0.0,0.0
5527,146064,1,11,44779,1079,0.0044,1,0.8321,0.0,0.0
5527,146064,1,12,44778,1000,0.02202,0,0.8175,0.0,0.0
5527,146064,1,13,44777,1016,0.0,1,1.0,0.0,0.0
5527,146064,1,14,44776,1010,0.06591,0,0.8246,0.0,0.0
5527,146064,1,15,44775,1052,0.0,1,1.0,0.0,0.0
5527,146064,1,16,44774,1000,0.01633,0,0.8619,0.0,0.0
5527,146064,1,17,44773,1162,0.0,1,0.8211,0.0,0.0
5527,146064,1,18,44772,1105,0.01982,0,0.089,0.0,0.0
5527,146064,1,19,44771,1224,0.0,1,0.8169,0.0,0.0
5527,146064,1,20,44770,1200,0.0,1,0.7695,0.0,0.0
5527,146064,1,21,44769,1272,0.0,1,0.8142,0.0,0.0
5527,146064,1,22,44768,1303,0.0,1,0.3342,0.0,0.0
5527,146064,1,23,44767,1413,0.08046,0,0.8155,0.0,0.0
5527,146064,1,24,44766,1277,0.18049,0,1.0,0.0,0.0
5527,146064,2,5,44785,1000,0.0,1,1.0,0.0,0.0
5527,146064,2,6,44784,1112,0.0,1,0.8561,0.0,0.0
5527,146064,2,7,44783,1111,0.0,1,0.7521,0.0,0.0
5527,146064,2,8,44782,1255,0.0,1,0.4533,0.0,0.0
5527,146064,2,9,44781,1242,0.0,1,1.0,0.0,0.0
5527,146064,2,10,44780,1311,0.0,1,1.0,0.0,0.0
5527,146064,2,11,44779,1274,0.01634,0,1.0,0.0,0.0
5527,146064,2,12,44778,1239,0.0,1,0.3931,0.0,0.0
5527,146064,2,13,44777,1299,0.00179,1,1.0,0.0,0.0
5527,146064,2,14,44776,1271,0.00503,1,1.0,0.0,0.0
5527,146064,2,15,44775,1269,9e-05,1,1.0,0.0,0.0
5527,146064,2,16,44774,1201,0.00138,1,1.0,0.0,0.0
5527,146064,2,17,44773,1286,0.0113,0,1.0,0.0,0.0
5527,146064,2,18,44772,1275,0.00063,1,0.862,0.0,0.0
5527,146064,2,19,44771,1300,0.00777,1,1.0,0.0,0.0
5527,146064,2,20,44770,1285,0.01117,0,0.7411,0.0,0.0
5527,146064,2,21,44769,1487,0.02442,0,1.0,0.0,0.0
5527,146064,2,22,44768,1357,0.0004,1,0.8247,0.0,0.0
5527,146064,2,23,44767,1637,0.0,1,0.7411,0.0,0.0
5527,146064,2,24,44766,1565,0.02932,0,0.8083,0.0,0.0
5527,146064,4,5,44785,1000,0.0,1,0.4533,0.0,0.0
5527,146064,4,6,44784,1029,0.0,1,1.0,0.0,0.0
5527,146064,4,7,44783,1000,0.0,1,0.7409,0.0,0.0
5527,146064,4,8,44782,1167,0.0,1,1.0,0.0,0.0
5527,146064,4,9,44781,1182,0.0,1,1.0,0.0,0.0
5527,146064,4,10,44780,1219,0.0,1,1.0,0.0,0.0
5527,146064,4,11,44779,1124,0.0,1,1.0,0.0,0.0
5527,146064,4,12,44778,1170,0.0,1,0.7578,0.0,0.0
5527,146064,4,13,44777,1269,0.0,1,0.763,0.0,0.0
5527,146064,4,14,44776,1364,0.0,1,1.0,0.0,0.0
5527,146064,4,15,44775,1319,0.0,1,1.0,0.0,0.0
5527,146064,4,16,44774,1278,0.01413,0,1.0,0.0,0.0
5527,146064,4,17,44773,1335,0.0,1,0.865,0.0,0.0
5527,146064,4,18,44772,1330,0.0,1,1.0,0.0,0.0
5527,146064,4,19,44771,1373,0.0,1,1.0,0.0,0.0
5527,146064,4,20,44770,1321,0.0232,0,0.8277,0.0,0.0
5527,146064,4,21,44769,1320,0.0,1,0.8703,0.0,0.0
5527,146064,4,22,44768,1347,0.0,1,1.0,0.0,0.0
5527,146064,4,23,44767,1312,0.00362,1,1.0,0.0,0.0
5527,146064,4,24,44766,1276,0.0,1,0.8393,0.0,0.0
5527,146064,3,5,44785,1000,0.0,1,0.3532,0.0,0.0
5527,146064,3,6,44784,1040,0.0,1,1.0,0.0,0.0
5527,146064,3,7,44783,1075,0.0,1,0.3775,0.0,0.0
5527,146064,3,8,44782,1097,0.0,1,0.7587,0.0,0.0
5527,146064,3,9,44781,1292,0.0,1,1.0,0.0,0.0
5527,146064,3,10,44780,1223,0.0014,1,0.839,0.0,0.0
5527,146064,3,11,44779,1185,0.05188,0,0.4533,0.0,0.0
5527,146064,3,12,44778,1599,0.04429,0,0.8353,0.0,0.0
5527,146064,3,13,44777,1531,0.04172,0,0.8321,0.0,0.0
5527,146064,3,14,44776,1502,0.08496,0,1.0,0.0,0.0
5527,146064,3,15,44775,1249,0.04327,0,0.4533,0.0,0.0
5527,146064,3,16,44774,1392,0.0,1,1.0,0.0,0.0
5527,146064,3,17,44773,1308,0.02291,0,0.7809,0.0,0.0
5527,146064,3,18,44772,1444,0.0,1,1.0,0.0,0.0
5527,146064,3,19,44771,1460,0.1033,0,1.0,0.0,0.0
5527,146064,3,20,44770,1373,0.09457,0,1.0,0.0,0.0
5527,146064,3,21,44769,1427,0.0,1,1.0,0.0,0.0
5527,146064,3,22,44768,1297,0.0,1,1.0,0.0,0.0
5527,146064,3,23,44767,1538,0.07288,0,1.0,0.0,0.0
5527,146064,3,24,44766,1592,0.05165,0,0.8231,0.0,0.0
5527,146065,0,5,55622,1000,0.0,1,0.0771,0.344262173945171,0.344262173945171
5527,146065,0,6,55621,1183,0.0,1,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,7,55620,1061,0.00037,1,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,8,55619,1318,0.0,1,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,9,55618,1170,0.0733,0,0.8216,0.344262173945171,0.344262173945171
5527,146065,0,10,55617,1372,0.0,1,0.821,0.344262173945171,0.344262173945171
5527,146065,0,11,55616,1414,0.02469,0,0.7852,0.344262173945171,0.344262173945171
5527,146065,0,12,55615,1634,0.00705,1,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,13,55614,1503,0.0,1,0.8211,0.344262173945171,0.344262173945171
5527,146065,0,14,55613,1519,0.0,1,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,15,55612,3077,0.0,1,0.8083,0.344262173945171,0.344262173945171
5527,146065,0,16,55611,3396,0.007,1,0.104,0.344262173945171,0.344262173945171
5527,146065,0,17,55610,1979,0.03331,0,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,18,55609,2398,0.05562,0,0.8211,0.344262173945171,0.344262173945171
5527,146065,0,19,55608,2438,0.13291,0,0.8162,0.344262173945171,0.344262173945171
5527,146065,0,20,55607,2052,0.00094,1,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,21,55606,2314,0.13352,0,0.8168,0.344262173945171,0.344262173945171
5527,146065,0,22,55605,2302,0.00897,1,0.0305,0.344262173945171,0.344262173945171
5527,146065,0,23,55604,1939,0.0,1,0.9665,0.344262173945171,0.344262173945171
5527,146065,0,24,55603,1780,0.03356,0,0.9665,0.344262173945171,0.344262173945171
5527,146065,3,5,55622,1000,0.0,1,0.7851,0.0,0.8442621739451712
5527,146065,3,6,55621,1000,0.0,1,0.9665,0.0,0.8442621739451712
5527,146065,3,7,55620,1000,0.0,1,0.9665,0.0,0.8442621739451712
5527,146065,3,8,55619,1000,0.0,1,1.0,0.0,0.8442621739451712
5527,146065,3,9,55618,1000,0.0,1,1.0,0.0,0.8442621739451712
5527,146065,3,10,55617,1000,0.0,1,0.104,0.0,0.8442621739451712
5527,146065,3,11,55616,1000,0.04598,0,1.0,0.0,0.8442621739451712
5527,146065,3,12,55615,1000,0.0,1,0.0935,0.0,0.8442621739451712
5527,146065,3,13,55614,1000,0.0,1,0.0992,0.0,0.8442621739451712
5527,146065,3,14,55613,1000,0.10532,0,0.7852,0.0,0.8442621739451712
5527,146065,3,15,55612,1000,0.01131,0,0.9709,0.0,0.8442621739451712
5527,146065,3,16,55611,1000,0.1761,0,0.0771,0.0,0.8442621739451712
5527,146065,3,17,55610,1000,0.00319,1,1.0,0.0,0.8442621739451712
5527,146065,3,18,55609,1000,0.0019,1,0.9799,0.0,0.8442621739451712
5527,146065,3,19,55608,1000,0.0,1,0.0646,0.0,0.8442621739451712
5527,146065,3,20,55607,1000,0.01738,0,0.9796,0.0,0.8442621739451712
5527,146065,3,21,55606,1000,0.0,1,1.0,0.0,0.8442621739451712
5527,146065,3,22,55605,1000,0.00635,1,0.8147,0.0,0.8442621739451712
5527,146065,3,23,55604,1000,0.047,0,1.0,0.0,0.8442621739451712
5527,146065,3,24,55603,1000,0.02219,0,0.967,0.0,0.8442621739451712
5527,146065,1,5,55622,1000,0.0,1,0.7851,0.344262173945171,0.8442621739451712
5527,146065,1,6,55621,1084,0.0,1,0.7851,0.344262173945171,0.8442621739451712
5527,146065,1,7,55620,1196,0.0,1,0.7851,0.344262173945171,0.8442621739451712
5527,146065,1,8,55619,1196,0.12054,0,0.188,0.344262173945171,0.8442621739451712
5527,146065,1,9,55618,1308,0.0,1,0.1094,0.344262173945171,0.8442621739451712
5527,146065,1,10,55617,1314,0.05165,0,0.7851,0.344262173945171,0.8442621739451712
5527,146065,1,11,55616,1348,0.00175,1,0.7851,0.344262173945171,0.8442621739451712
5527,146065,1,12,55615,1521,0.0,1,0.2954,0.344262173945171,0.8442621739451712
5527,146065,1,13,55614,1564,0.0493,0,0.0771,0.344262173945171,0.8442621739451712
5527,146065,1,14,55613,1172,0.0,1,0.3579,0.344262173945171,0.8442621739451712
5527,146065,1,15,55612,1386,0.0,1,0.7851,0.344262173945171,0.8442621739451712
5527,146065,1,16,55611,1432,0.0,1,0.0646,0.344262173945171,0.8442621739451712
5527,146065,1,17,55610,1274,0.01254,0,0.1094,0.344262173945171,0.8442621739451712
5527,146065,1,18,55609,1414,0.00516,1,0.0646,0.344262173945171,0.8442621739451712
5527,146065,1,19,55608,1264,0.00048,1,0.8095,0.344262173945171,0.8442621739451712
5527,146065,1,20,55607,1000,0.0,1,0.7851,0.344262173945171,0.8442621739451712
5527,146065,1,21,55606,1000,0.0023,1,0.8131,0.344262173945171,0.8442621739451712
5527,146065,1,22,55605,1000,1e-05,1,0.9665,0.344262173945171,0.8442621739451712
5527,146065,1,23,55604,1000,0.00881,1,0.9665,0.344262173945171,0.8442621739451712
5527,146065,1,24,55603,1000,0.00095,1,0.9665,0.344262173945171,0.8442621739451712
5527,146065,2,5,55622,1000,0.0,1,0.0992,0.0,0.0
5527,146065,2,6,55621,1052,0.0,1,0.9766,0.0,0.0
5527,146065,2,7,55620,1000,0.0,1,0.123,0.0,0.0
5527,146065,2,8,55619,1000,0.0272,0,1.0,0.0,0.0
5527,146065,2,9,55618,1000,0.00249,1,1.0,0.0,0.0
