ss,task,seed,step,N,over_full,K_ak,over_ak,sigma_t
5965,10101,0,8,11640,0.04084742955451226,1000,-0.017181940095958304,0.11327691667517739
5965,10101,0,9,11639,-0.07321375142921283,1000,-0.030798863041365476,0.10645136815013762
5965,10101,0,10,11638,0.0207634866909584,1000,-0.1466542400863411,0.10272360216312978
5965,10101,0,11,11637,-0.06182863741277911,1051,0.008262384727995342,0.09587283940187949
5965,10101,0,12,11636,0.18727342973616945,1091,0.17856892411014802,0.09124956805321414
5965,10101,0,13,11635,-0.04954993161151078,1110,-0.040176233931376926,0.08910682663370785
5965,10101,0,14,11634,-0.11361705651667553,1095,-0.07990984607247142,0.09079540925199484
5965,10101,0,15,11633,-0.029461981609907983,1084,-0.03638297687614245,0.09201266881383238
5965,10101,0,16,11632,0.0026816101749251864,1122,0.0026816101749251864,0.08790869469218884
5965,10101,0,17,11631,-0.04955260303687725,1141,0.02210420829637849,0.08586468828241615
5965,10101,0,18,11630,-0.05870590812433818,1165,-0.04843611419809157,0.08359730579834206
5965,10101,0,19,11629,-0.034822196606221434,1146,0.0031277382109999863,0.08539246249949148
5965,10101,0,20,11628,-0.05290273740957241,1183,0.12857420017524468,0.0818541819499958
5965,10101,0,21,11627,-0.07499776268125624,1130,-0.16451288562025146,0.08707919490915987
5965,10101,0,22,11626,-0.06852773740957208,1145,0.12901999428314903,0.08552335515922846
5965,10101,0,23,11625,-0.060938718837823314,1176,0.12321916106557795,0.08249942612767126
5965,10101,0,24,11624,-0.06740740839682413,1146,0.11741181624867825,0.08538430728105512
5965,10101,1,5,11643,-0.028578574634280707,1000,-0.1372803754421208,0.10376261537946879
5965,10101,1,6,11642,0.13436868875757446,1052,0.10580580874731582,0.09703400771901255
5965,10101,1,7,11641,-0.11317042758834406,1098,-0.15513785222743437,0.09165634525467851
5965,10101,1,8,11640,0.07143224463844866,1043,0.09531829365376199,0.09806566818197428
5965,10101,1,9,11639,0.17745594151715538,1165,0.17276842482074684,0.0846421489607165
5965,10101,1,10,11638,0.19709843133902571,1192,0.16160554000192295,0.08208372466891628
5965,10101,1,11,11637,-0.03660236768430114,1092,-0.1308053412478768,0.09225777252818675
5965,10101,1,12,11636,-0.05557816991333908,1161,-0.06339259000032005,0.08504965047615445
5965,10101,1,13,11635,-0.11183137562377754,1146,-0.04218514580639632,0.08653539125441706
5965,10101,1,14,11634,-0.07812767142536503,1106,-0.04062503339281631,0.09072572457978363
5965,10101,1,15,11633,-0.0959838124979967,1097,-0.06517827089321848,0.09165769342709673
5965,10101,1,16,11632,0.12522924168919503,1130,0.12522924168919503,0.08813999291348047
5965,10101,1,17,11631,-0.07053681624867836,1077,-0.03995350384151042,0.09403581752665834
5965,10101,1,18,11630,0.008931743746191212,1094,0.000228239904682348,0.0920845495587943
5965,10101,1,19,11629,-0.05982373267580754,1175,-0.04620514008954646,0.08369340128701715
5965,10101,1,20,11628,-0.03928397785922788,1122,-0.04307756884263292,0.08894588706383591
5965,10101,1,21,11627,-0.03437556767789085,1190,-0.03437556767789085,0.08225993867178451
5965,10101,1,22,11626,-0.038616455445968256,1156,-0.038616455445968256,0.08548457349068873
5965,10101,1,23,11625,0.05826512293899533,1205,-0.014731074286997159,0.08096265286264732
5965,10101,1,24,11624,-0.027455240267997616,1299,-0.02790153526815864,0.07320368599391633
5965,10101,2,5,11643,-0.13750005999992965,1000,-0.10914972527033062,0.12116558931113129
5965,10101,2,6,11642,-0.052899899912977943,1170,0.09598607588813601,0.09826368521107354
5965,10101,2,7,11641,0.045531721254791546,1146,0.09620565508892698,0.10104340748477464
5965,10101,2,8,11640,-0.06093495277091532,1170,-0.10133909267880403,0.09827586429740708
5965,10101,2,9,11639,-0.02968626705505162,1380,-0.03928539750038007,0.07883748493752436
5965,10101,2,10,11638,0.19218679616155776,1315,0.14777468338466493,0.08413980566929692
5965,10101,2,11,11637,0.04776514803896492,1174,0.0453096072356145,0.09779264128501738
5965,10101,2,12,11636,-0.07432897866236987,1203,-0.08370507633962332,0.09466602956932188
5965,10101,2,13,11635,0.029470329814175966,1218,0.2656278383894507,0.09310380722303555
5965,10101,2,14,11634,-0.033258129733102715,1188,0.2247765472324278,0.09625249931312063
5965,10101,2,15,11633,-0.005801177860016327,1289,-0.021427346608614006,0.08635392143615389
5965,10101,2,16,11632,-0.023659311787397663,1202,-0.02722897268237645,0.09485950737236198
5965,10101,2,17,11631,0.2354906433040841,1278,-0.0004424342905076095,0.08733976025945836
5965,10101,2,18,11630,0.23058107508842374,1150,0.21651869196328366,0.10057163878258119
5965,10101,2,19,11629,-0.09151750267899705,1103,-0.07723005196679544,0.10629773224254982
5965,10101,2,20,11628,0.17678407803767793,1131,-0.0933053746406931,0.10277729559159286
5965,10101,2,21,11627,-0.08258978660654215,1076,-0.0975462624087704,0.10988938007412316
5965,10101,2,22,11626,-0.09553543089319794,1086,-0.05155898991492647,0.1084898445840734
5965,10101,2,23,11625,0.021424528754852123,1127,-0.01383831732259011,0.10333074838363253
5965,10101,2,24,11624,-0.05312660499807398,1123,-0.017853157147639798,0.10384072569124944
5965,9889,0,5,12314,0.0641101381506366,1000,0.08484527003309617,0.13877097078899367
5965,9889,0,6,12313,-0.06203419604352611,1000,-0.05586966330730114,0.14353243850668015
5965,9889,0,7,12312,-0.14070178517701415,1064,-0.10944982637147649,0.12775099244195573
5965,9889,0,8,12311,-0.12580546083642485,1029,-0.1290617791595624,0.13356941004005404
5965,9889,0,9,12310,-0.1272753485106809,1028,-0.09910929194664542,0.13378320391305373
5965,9889,0,10,12309,-0.07562556413599342,1029,-0.08638802527329337,0.13360382674177243
5965,9889,0,11,12308,-0.061931162872328804,1041,0.01496762486210168,0.13157477156446074
5965,9889,0,12,12307,-0.03415882622104116,1187,-0.03415882622104116,0.11044173050170525
5965,9889,0,13,12306,0.16370560563133063,1175,0.11365499009628077,0.11192263081054125
5965,9889,0,14,12305,-0.12987272465149047,1127,-0.14346448450506566,0.11838562710452252
5965,9889,0,15,12304,-0.08338870223648498,1107,-0.11349906917560881,0.12116090526324115
5965,9889,0,16,12303,0.0820853130327962,1076,0.04217229966903946,0.12581772430988225
5965,9889,0,17,12302,-0.09360113077925791,1193,0.03691995850466423,0.10971257712470403
5965,9889,0,18,12301,-0.0681589891936617,1194,0.029724090487414756,0.10952126772659401
5965,9889,0,19,12300,0.03990282757496777,1285,-0.04566837578979266,0.09935141331190855
5965,9889,0,20,12299,-0.06557101531942611,1332,-0.03618305586199888,0.09471583266162847
5965,9889,0,21,12298,-0.059988419541670224,1278,-0.06162519744759942,0.10005007877906193
5965,9889,0,22,12297,-0.07941467756493836,1322,0.0531020427991159,0.09567997198988001
5965,9889,0,23,12296,-0.07335961789188594,1324,-0.05425225340988915,0.09542522152470924
5965,9889,0,24,12295,-0.02776371790692922,1401,0.13081491011433188,0.08854739581998555
5965,9889,1,5,12314,0.1774650392387923,1000,0.20175109379700984,0.15248104162389298
5965,9889,1,6,12313,-0.05496643390833433,1135,-0.04831863968007344,0.12872251861138836
5965,9889,1,7,12312,-0.06655668626516897,1213,0.12395203903820984,0.11790051514672108
5965,9889,1,8,12311,-0.10442666545481982,1326,-0.11010093333166171,0.10462338674117198
5965,9889,1,9,12310,-0.0549578151639758,1378,-0.06444313509176736,0.0994289194928722
5965,9889,1,10,12309,-0.003480405676461684,1380,0.17057827073513165,0.09926324483134297
5965,9889,1,11,12308,0.19462652630127164,1441,0.19462652630127164,0.09370393834318493
5965,9889,1,12,12307,-0.1148796353174204,1258,-0.1148796353174204,0.11233821731042301
5965,9889,1,13,12306,-0.07155594975428936,1233,0.11367653695717406,0.11534497013894249
5965,9889,1,14,12305,0.09036361698926765,1297,-0.014253052602548832,0.10782445872894703
5965,9889,1,15,12304,-0.07852968922374848,1285,-0.07852968922374848,0.10909564794133109
5965,9889,1,16,12303,-0.06518082125664393,1325,-0.06354443511182517,0.10476385072504933
5965,9889,1,17,12302,-0.12168060813860337,1311,-0.1483113529234773,0.1062907623484167
5965,9889,1,18,12301,-0.07414666595627284,1371,-0.10321259778357217,0.10013161502654318
5965,9889,1,19,12300,-0.03991693097482574,1472,0.00972272715875988,0.09110029470544757
5965,9889,1,20,12299,-0.06340183406880062,1451,-0.05820003008725372,0.09279687616669804
5965,9889,1,21,12298,-0.08314502682779934,1588,-0.08314502682779934,0.08228922081309162
5965,9889,1,22,12297,-0.053338274746764114,1591,-0.053338274746764114,0.08209258713032347
5965,9889,1,23,12296,-0.07764783497141803,1631,-0.07764783497141803,0.07942421857061621
5965,9889,1,24,12295,0.05278941743556498,1661,0.05278941743556498,0.07751271175119065
5965,9889,2,5,12314,-0.2750285803774113,1000,-0.2335583166124947,0.3540049941835914
5965,9889,2,6,12313,-0.030284097162665335,1010,-0.2668333079976678,0.34938476401648433
5965,9889,2,7,12312,-0.233717471525557,1150,-0.2182523100572975,0.2938894468202153
5965,9889,2,8,12311,0.002258804517655033,1283,0.06541368069087317,0.2538211824300446
5965,9889,2,9,12310,0.044694367650741196,1212,-0.0007326199869899241,0.273973323012408
5965,9889,2,10,12309,-0.036107837729415615,1433,-0.015876902391937064,0.21904101039884624
5965,9889,2,11,12308,-0.12393907432815832,1504,-0.05876217068258638,0.20537012643981883
5965,9889,2,12,12307,-0.10662926314258736,1490,-0.07585850865824084,0.20800440828364813
5965,9889,2,13,12306,-0.055789370658040904,1502,-0.06897526600454496,0.20588218022746652
5965,9889,2,14,12305,-0.0743973930648878,1696,-0.11067760568147544,0.17499189644767366
5965,9889,2,15,12304,-0.021949983075920887,1731,0.05601792072008693,0.17035448712465837
5965,9889,2,16,12303,-0.060072134737080285,1781,0.06833645697522772,0.16392212521033298
5965,9889,2,17,12302,-0.0670296903196137,1826,-0.0670296903196137,0.15857867137496356
5965,9889,2,18,12301,0.5520653528829129,1851,-0.10499550258248835,0.15572638171172887
5965,9889,2,19,12300,-0.005572981803124599,1871,-0.001693249876880798,0.1535015876128267
5965,9889,2,20,12299,-0.030519752357652807,2034,-0.030519752357652807,0.1373896205677077
5965,9889,2,21,12298,-0.05188375578221627,2098,-0.08346214161658383,0.13183491586859755
5965,9889,2,22,12297,-0.07707625057749212,1900,-0.07707625057749212,0.15043275008159043
5965,9889,2,23,12296,0.002761132283622958,2053,-0.08266825356032459,0.1357089557325269
5965,9889,2,24,12295,-0.007517112125162928,2096,-0.08774939512085012,0.1319710317367251
5965,49,0,5,12401,-0.15677532548573847,1000,-0.13512936117198304,0.3132257957752392
5965,49,0,6,12400,-0.20154852000667944,1079,-0.13121313200189821,0.28297721456473135
5965,49,0,7,12399,-0.15825759845137932,1111,-0.1731175440035625,0.2723545425163824
5965,49,0,8,12398,-0.11993612049417557,1261,-0.11477464653596448,0.2299539341478207
5965,49,0,9,12397,-0.0203074737941501,1338,-0.12447366744205135,0.21246639972120995
5965,49,0,10,12396,-0.2914760401041787,1475,-0.35106070338317674,0.186614094460745
5965,49,0,11,12395,-0.20580047043089578,1589,-0.19753556612839007,0.1689634641872736
5965,49,0,12,12394,-0.26127806435594214,1642,-0.26600837408008504,0.1617344886327351
5965,49,0,13,12393,-0.17082517299669508,1845,-0.23996475430367725,0.13843919770523042
5965,49,0,14,12392,-0.06211699212799082,1788,-0.06211699212799082,0.14438209525395312
5965,49,0,15,12391,-0.07865018815771008,1708,-0.10000812981929841,0.15338191242519725
5965,49,0,16,12390,-0.14224922437129428,1978,0.21406656490964882,0.12613925470831355
5965,49,0,17,12389,-0.12170275403121888,1881,-0.07368001214345976,0.13493811994033883
5965,49,0,18,12388,0.4930723044888321,2214,0.4930723044888321,0.10853417489063155
5965,49,0,19,12387,-0.11888295184217257,1758,-0.15357356827290403,0.14767374302198197
5965,49,0,20,12386,0.1623675059179226,2061,0.5989593556642135,0.11940677223689365
5965,49,0,21,12385,0.12791506206494463,2099,-0.02145425438570725,0.11657245843301196
5965,49,0,22,12384,0.4436159495335977,2171,0.45460667787751713,0.1114337886607836
5965,49,0,23,12383,-0.15926096280497792,1756,-0.17722703948601914,0.14785205945554414
5965,49,0,24,12382,-0.13302714370883795,2125,-0.12284935151873788,0.11467602817107125
5965,49,1,5,12401,0.4030969484613395,1000,0.3824066041232091,0.3480892127440447
5965,49,1,6,12400,0.5862000711908497,1000,-0.07502028792743853,0.35234454741115184
5965,49,1,7,12399,0.10110803577706362,1017,-0.25133876517566334,0.3405453805296852
5965,49,1,8,12398,-0.20097558747099664,1101,-0.2704523090884061,0.30634663758480823
5965,49,1,9,12397,0.0012418573634189745,1066,-0.1471706031593506,0.3195910820617147
5965,49,1,10,12396,0.13403142358262843,1092,0.10961431697799251,0.309554512747194
5965,49,1,11,12395,-0.25535084930977126,1143,-0.24216236897075039,0.29112763177063306
5965,49,1,12,12394,0.41241483831181036,1204,0.2289293027984156,0.271790761484008
5965,49,1,13,12393,-0.24144771390946196,1265,-0.24144771390946196,0.25443694297632524
5965,49,1,14,12392,-0.14148330017929478,1336,-0.13603604659338486,0.23646415169505638
5965,49,1,15,12391,0.04458203390500892,1365,0.25057183391145366,0.2298682591529947
5965,49,1,16,12390,-0.13469989065026777,1452,-0.12533494306196769,0.21174449826392758
5965,49,1,17,12389,-0.14994417157873774,1557,-0.04114242454648798,0.19286556302569285
5965,49,1,18,12388,-0.060923382678650495,1567,-0.08467009962324434,0.19130933791892246
5965,49,1,19,12387,0.15457684107448377,1570,0.16356139002332015,0.19081573270880636
5965,49,1,20,12386,-0.07019220064686937,1621,0.094944204537465,0.1827841528568904
5965,49,1,21,12385,0.3086777947535565,1659,-0.11616069832950482,0.17726187092221363
5965,49,1,22,12384,0.17230588957801074,1774,0.29916860695912517,0.16213673746065796
5965,49,1,23,12383,0.13106921222783463,1764,-0.0812789212828412,0.16329607069713042
5965,49,1,24,12382,-0.12151113565519,1668,-0.13408008348079314,0.17591695342458707
5965,49,2,5,12401,-0.19566936977054838,1000,-0.05671766602409345,0.27904070623120364
5965,49,2,6,12400,0.01189764264537052,1000,0.22252482707654708,0.2816709997433025
5965,49,2,7,12399,0.4840404689221186,1056,0.4840404689221186,0.25948841578344267
5965,49,2,8,12398,0.18401333290364952,1263,-0.1153468924315042,0.2044095172720627
5965,49,2,9,12397,-0.21101055851126127,1178,-0.11439379013640483,0.2241656153632318
5965,49,2,10,12396,-0.2292130682816924,1331,0.10502856789204829,0.19065134110938103
5965,49,2,11,12395,-0.06426745750521445,1352,0.0983359779659928,0.18664288894109549
5965,49,2,12,12394,-0.1381407359610467,1358,0.3989391592887951,0.1854773118680714
5965,49,2,13,12393,-0.12624286443562993,1314,-0.13813950000878883,0.1937871188507251
5965,49,2,14,12392,-0.1347468110600697,1515,-0.12509699936426288,0.1604080373081213
5965,49,2,15,12391,0.2941997584491527,1404,-0.09136264377329095,0.17750731222045102
5965,49,2,16,12390,-0.1172111661969445,1336,-0.0996262205715196,0.18959971772951942
5965,49,2,17,12389,-0.14053161694049277,1410,0.15175749664553406,0.17643822699589543
5965,49,2,18,12388,-0.14784035195525747,1235,-0.16002496440457414,0.21055418108110976
5965,49,2,19,12387,-0.13947872294454655,1508,-0.12672085752747964,0.16132360186426659
5965,49,2,20,12386,-0.1310204150016402,1575,-0.12863044954238634,0.15221120923447568
5965,49,2,21,12385,-0.13537032608631916,1580,-0.1022089945830501,0.1516671705823782
5965,49,2,22,12384,-0.061976002018539034,1476,-0.061976002018539034,0.1659916943770667
5965,49,2,23,12383,-0.13183211520320104,1677,-0.18735557668982994,0.1400820312714983
5965,49,2,24,12382,-0.16246157561757257,1624,-0.16246157561757257,0.14615130721133457
5965,9946,0,5,13135,-0.14230681830122383,1000,-0.186377877329038,0.3444647910958206
5965,9946,0,6,13134,-0.22644190860574254,1071,-0.14110521605765536,0.3141651530000232
5965,9946,0,7,13133,0.6349347410469316,1273,0.6196303269657398,0.24976990885757708
5965,9946,0,8,13132,-0.22307632809290867,1375,-0.16770756358435013,0.22521591159192797
5965,9946,0,9,13131,-0.20953608768702126,1435,-0.2278041348183527,0.21288332482020866
5965,9946,0,10,13130,-0.1503992024945615,1675,-0.1540853926441541,0.1731467889086661
5965,9946,0,11,13129,-0.20112076861638417,1298,-0.19663496927886925,0.24324798947507734
5965,9946,0,12,13128,0.6302873146954369,1899,0.7170660667146614,0.1464290934846098
5965,9946,0,13,13127,-0.29150761005884007,1704,-0.2556884649625639,0.1692722193966982
5965,9946,0,14,13126,-0.2649835912232644,2454,-0.10512758986106985,0.10407945032583255
5965,9946,0,15,13125,0.6897430769924872,2077,0.6897430769924872,0.12998841148950113
5965,9946,0,16,13124,-0.2495184163941765,1893,-0.26474459297015185,0.14712471570245797
5965,9946,0,17,13123,-0.13205100295404104,1849,0.6990376105448155,0.15183727645948844
5965,9946,0,18,13122,-0.07451835136212082,2443,-0.08181003213669424,0.10468499221675945
5965,9946,0,19,13121,0.6731561787713095,3322,0.671232931287324,0.06949434705865826
5965,9946,0,20,13120,-0.21466333426281148,3314,-0.21466333426281148,0.06972869674051699
5965,9946,0,21,13119,0.6547264134400947,3641,-0.01867076967420489,0.0615077669273807
5965,9946,0,22,13118,-0.10488722381940407,1992,-0.09976043317313066,0.13741452955447714
5965,9946,0,23,13117,-0.09439044972218358,2902,-0.08998480279385834,0.08322514398973559
5965,9946,0,24,13116,0.6346146785255944,4412,0.6346146785255944,0.04760543971860577
5965,9946,1,5,13135,0.007371240475390173,1000,0.009614778445472205,0.008201637241662434
5965,9946,1,6,13134,-0.016906687184805258,1037,0.010175571752088719,0.00781066554240148
5965,9946,1,7,13133,0.02171437276172683,1000,0.05857249004265286,0.010114067049595098
5965,9946,1,8,13132,-0.0066516013248510975,1000,-0.0026436161217547882,0.00934014990115301
5965,9946,1,9,13131,-0.010175845309800535,1000,-0.010175845309800535,0.009392315654749581
5965,9946,1,10,13130,0.0011223616934126213,1000,-0.0040862227083129365,0.009777045249700014
5965,9946,1,11,13129,-0.007532867489371209,1000,-0.002803601789471477,0.009523848618293487
5965,9946,1,12,13128,-0.008012505341860154,1000,-0.008012505341860154,0.009350470937622236
5965,9946,1,13,13127,0.044071742922089485,1000,0.003526067703018554,0.009178035994364767
5965,9946,1,14,13126,-0.006251523173179563,1000,-0.0016024554754212605,0.01205824738537264
5965,9946,1,15,13125,-0.02139563243599185,1000,0.02644354727572351,0.011973704360580224
5965,9946,1,16,13124,-0.016505469209339263,1000,-0.005287323429411184,0.012360948882663307
5965,9946,1,17,13123,-0.00296554795411319,1000,-0.004167378162440394,0.01319590826253055
5965,9946,1,18,13122,0.010175526159137749,1000,0.015705996800271516,0.012649544957815121
5965,9946,1,19,13121,0.02275749390498727,1000,0.02275749390498727,0.012808835744939406
5965,9946,1,20,13120,0.0008007034187649253,1000,-0.003204409428370747,0.011270013630115809
5965,9946,1,21,13119,0.011138768450917769,1000,-0.0008805822702436794,0.010880613544277197
5965,9946,1,22,13118,-0.011057157067271617,1000,-0.017387419268135695,0.010994676323361546
5965,9946,1,23,13117,-0.012660068472209685,1000,-0.012660068472209685,0.010697430182609987
5965,9946,1,24,13116,-0.003526614818440743,1000,0.0021641150481208626,0.010996885364946644
5965,9946,2,5,13135,-0.23613642912383903,1000,-0.19070455726491908,0.34190470284511254
5965,9946,2,6,13134,-0.18589869540606652,1190,-0.18589869540606652,0.2710126284067802
5965,9946,2,7,13133,-0.24046538870730771,1189,-0.24046538870730771,0.2714038014829461
5965,9946,2,8,13132,-0.16370167565703475,1387,-0.1566491755073809,0.2209779957470984
5965,9946,2,9,13131,0.7268416970939339,1780,0.7677068421259692,0.1584908607189431
5965,9946,2,10,13130,0.6874985359774668,1938,-0.261457842670907,0.1415474715427438
5965,9946,2,11,13129,-0.24575243857900875,1304,-0.24334987239319672,0.23995533457737162
5965,9946,2,12,13128,-0.26330175841883474,1305,-0.26330175841883474,0.23979463027380263
5965,9946,2,13,13127,-0.30055968029372193,1777,-0.29695519271367943,0.15886868923103378
5965,9946,2,14,13126,-0.2544870906837553,1895,-0.2544870906837553,0.14576438723497748
5965,9946,2,15,13125,-0.24543169216339444,1610,-0.24278748333326772,0.18115167458588846
5965,9946,2,16,13124,0.744229754663394,1745,0.6717132530340891,0.16280439227298096
5965,9946,2,17,13123,-0.18092924603630867,1920,-0.18092924603630867,0.1432425023591625
5965,9946,2,18,13122,-0.2637023836859278,2031,-0.26618633329062713,0.13296912791502
5965,9946,2,19,13121,-0.23774066272437744,2121,-0.23958330186965593,0.12548036746797536
5965,9946,2,20,13120,-0.2551280363995613,1981,-0.2616970232958271,0.13746280524290094
5965,9946,2,21,13119,-0.24046315465267176,2084,-0.24046315465267176,0.12847015817674942
5965,9946,2,22,13118,-0.20785115456187164,1940,-0.18709920341879305,0.14126584612547938
5965,9946,2,23,13117,-0.23197146738784113,2151,-0.2531256395513245,0.12314572842288295
5965,9946,2,24,13116,0.6955117252136023,2416,0.7322903283866629,0.10544817322974695
6794,145804,0,5,52443,0.09396583063703068,1000,-0.12775450036156044,0.08700414320212914
6794,145804,0,6,52442,-0.18569422250167622,1131,0.09194084112753786,0.07384882653431428
6794,145804,0,7,52441,-0.04119268323419112,1000,-0.026126599637385395,0.09612565641655287
6794,145804,0,8,52440,-0.11759507929239876,1000,-0.10649221360255923,0.09822822812159203
6794,145804,0,9,52439,-0.051910814525196636,1000,-0.04812462392521866,0.10324012694459914
6794,145804,0,10,52438,-0.029659104704498396,1000,-0.1401947407591173,0.10385787434852105
6794,145804,0,11,52437,0.4200684802488157,1000,0.4200684802488157,0.10198490030676294
6794,145804,0,12,52436,0.3525306039101223,1000,-0.06336175556986601,0.12523914216684398
6794,145804,0,13,52435,-0.10395127588318265,1000,-0.10244458505096199,0.11083219874303321
6794,145804,0,14,52434,-0.12865967772370568,1000,-0.07317545175158569,0.10237660934930343
6794,145804,0,15,52433,-0.1141104495347236,1000,-0.09934576183513999,0.11856914792982776
6794,145804,0,16,52432,-0.09714988922288492,1000,-0.07080774760235886,0.11683161191117962
6794,145804,0,17,52431,-0.07859962946737287,1000,-0.08161317607689367,0.1252851389649713
6794,145804,0,18,52430,-0.05432235282940223,1000,-0.12878800499585663,0.10587323961632457
6794,145804,0,19,52429,-0.01945634431559784,1000,-0.12779866440669896,0.1085787283358701
6794,145804,0,20,52428,-0.1122593946119701,1000,-0.11165598427347634,0.11123158221503186
6794,145804,0,21,52427,-0.09650429418020967,1000,-0.06771012023836576,0.11857423901833582
6794,145804,0,22,52426,-0.06004615328280338,1000,0.21014196987970868,0.10460254001977896
6794,145804,0,23,52425,0.28176615439123376,1118,0.4746902083982119,0.07498038122400738
6794,145804,0,24,52424,-0.06495504256902662,1000,0.06374851054592867,0.10872206659251882
6794,145804,1,5,52443,-0.16649428531276156,1000,-0.21780177197200334,0.28064269255444857
6794,145804,1,6,52442,-0.2020472488480225,1202,-0.20574952363860854,0.219554980327463
6794,145804,1,7,52441,-0.1628348137704071,1176,-0.11092482397061088,0.22598374032484528
6794,145804,1,8,52440,-0.19761459724370145,1187,-0.20097242547121574,0.22342330142170533
6794,145804,1,9,52439,0.6765665329072028,1183,0.688532679908897,0.22425000959183536
6794,145804,1,10,52438,0.6017128474403161,1162,-0.21655437480536532,0.22959920237146125
6794,145804,1,11,52437,0.6446278047261383,1164,0.5408492675778673,0.22928079714703165
6794,145804,1,12,52436,0.6043835969375632,1315,0.4832134155111711,0.19476137171069846
6794,145804,1,13,52435,0.2133686255324429,1453,0.08406483727178238,0.17054914506345212
6794,145804,1,14,52434,0.2971323143246221,1389,-0.11157149115630516,0.1811647741323719
6794,145804,1,15,52433,-0.0188977165662928,1371,0.19869012163709943,0.18432994498740848
6794,145804,1,16,52432,-0.13894701370231777,1513,0.09706399407253419,0.16151949664995197
6794,145804,1,17,52431,0.16825870283230493,1508,0.4400405665929476,0.16229843726431187
6794,145804,1,18,52430,-0.10700651236164416,1807,-0.01157757762975209,0.1274744329829032
6794,145804,1,19,52429,-0.09585973004428427,1736,-0.0939210892841118,0.13448765260881948
6794,145804,1,20,52428,-0.1286146889531662,1811,0.040806175675746625,0.1270899408618387
6794,145804,1,21,52427,0.24565406827142855,1914,0.2621815652760259,0.118072320828955
6794,145804,1,22,52426,-0.07967342193743132,1921,-0.07459608248837435,0.11748310274483428
6794,145804,1,23,52425,0.15073939106235168,1776,-0.09865662129137487,0.1304642008299201
6794,145804,1,24,52424,0.014849551943184935,1841,-0.04838140217833098,0.12435611244826361
6794,145804,2,5,52443,0.7018769842893114,1000,0.626893940643524,0.22330590186442142
6794,145804,2,6,52442,0.045153303256148525,1000,0.39363937133492133,0.23972341995501648
6794,145804,2,7,52441,0.3440519319687325,1000,-0.14105608396628166,0.23522009768398114
6794,145804,2,8,52440,-0.2894285956048067,1000,-0.1786330885768267,0.2524613453539101
6794,145804,2,9,52439,-0.15383957507508206,1000,-0.15659481768950123,0.25375956125678467
6794,145804,2,10,52438,-0.1897384696791351,1000,-0.08983309042421161,0.22672562699258664
6794,145804,2,11,52437,-0.17045403937305004,1076,-0.2456080073578698,0.20251705059429229
6794,145804,2,12,52436,-0.23811962443984602,1045,-0.2408748670542653,0.21065822038506582
6794,145804,2,13,52435,0.12409742052286288,1093,-0.18242014513847427,0.1982234286821335
6794,145804,2,14,52434,0.13563347322875408,1188,-0.1951620700871438,0.17749234694610666
6794,145804,2,15,52433,-0.1321886777078699,1149,-0.14122799797579344,0.1856190809108322
6794,145804,2,16,52432,-0.10382109297888076,1137,-0.140108474482336,0.1880924209490587
6794,145804,2,17,52431,-0.07528505808705988,1246,-0.13205886593000005,0.16662387438687576
6794,145804,2,18,52430,-0.08867154717165349,1270,-0.08578645154309406,0.1623420489199792
6794,145804,2,19,52429,0.06981832454066117,1314,-0.07059265921818658,0.15519306482080147
6794,145804,2,20,52428,-0.10438128770644484,1320,-0.09267451684287153,0.15423095296156078
6794,145804,2,21,52427,-0.09344934635563729,1409,-0.024836110568625003,0.1413346664588821
6794,145804,2,22,52426,0.2256815695645975,1422,0.5094266937880361,0.1396107678412717
6794,145804,2,23,52425,-0.12792645560734095,1400,0.1688181965432788,0.14261919051133995
6794,145804,2,24,52424,-0.1736414380967719,1420,-0.17105876927218389,0.13986580545743205
6794,3,0,5,55455,-0.028864531169866425,1000,-0.034949317175428374,0.03507170534854403
6794,3,0,6,55454,-0.014737623837201896,1116,-0.02105828557400835,0.030295953214560113
6794,3,0,7,55453,-0.008643163050231828,1231,-0.008643163050231828,0.026588538986053453
6794,3,0,8,55452,-0.030648730251719214,1091,-0.009520668981491398,0.03124457953964572
6794,3,0,9,55451,-0.00860224882313032,1222,-0.011284020049535104,0.026851761693809595
6794,3,0,10,55450,-0.02319908341707344,1198,-0.018947261300666374,0.027565341310180812
6794,3,0,11,55449,0.023401667476264265,1239,-0.016337643747055375,0.026363559579889367
6794,3,0,12,55448,0.01297580379517227,1433,0.008000555599567694,0.02170950643129886
6794,3,0,13,55447,0.011394547097747565,1533,-0.011730656170386933,0.01983835023290734
6794,3,0,14,55446,-0.018693501882575903,1489,-0.012240976458423258,0.020619559826690878
6794,3,0,15,55445,-0.012983947550567088,1591,-0.013770666896690154,0.018883509846194756
6794,3,0,16,55444,-0.010926932663000155,1583,-0.010711839795522482,0.019007068811382127
6794,3,0,17,55443,-0.007196115441707285,1626,0.02897763164478273,0.018343413128538946
6794,3,0,18,55442,0.013261291284279553,1639,-0.011661206224383158,0.018150878631208373
6794,3,0,19,55441,-0.010252369116168891,1680,-0.009652760693989126,0.017557094407088428
6794,3,0,20,55440,-0.009051881845966281,1655,-0.011578367944510726,0.017913755085989854
6794,3,0,21,55439,-0.0013353804345554998,1670,-0.007124352669170553,0.017701920341672724
6794,3,0,22,55438,-0.007838950917520626,1662,0.2005963313750101,0.017819384655530745
6794,3,0,23,55437,-0.006981250599379596,1862,-0.005850995075698862,0.015310127472233002
